,H,B,q,R_int,gamma,Su,sf_lower,sf_upper
2827,2,12,10,0.8,14,25,3.524,3.623
2828,2,12,10,0.6,18,100,11.575,11.952
2829,2,12,10,0.6,18,75,8.749,8.980
2830,2,12,10,0.6,18,50,5.788,5.976
2831,2,12,10,0.6,18,25,2.894,2.988
2832,2,12,10,0.6,16,100,12.695,13.096
2833,2,12,10,0.6,16,75,9.559,9.841
2834,2,12,10,0.6,16,50,6.348,6.548
2835,2,12,10,0.6,16,25,3.174,3.274
2836,2,12,10,0.6,14,100,14.108,14.492
2837,2,12,10,0.6,14,75,10.581,10.853
2838,2,12,10,0.6,14,50,7.054,7.246
2839,2,12,10,0.6,14,25,3.527,3.623
2840,2,12,0,1.0,18,100,14.887,15.274
2841,2,12,0,1.0,18,75,11.159,11.459
2842,2,12,0,1.0,18,50,7.444,7.637
2843,2,12,0,1.0,18,25,3.722,3.819
2844,2,12,0,1.0,16,100,16.713,17.206
2845,2,12,0,1.0,16,75,12.491,12.901
2846,2,12,0,1.0,16,50,8.366,8.603
2847,2,12,0,1.0,16,25,4.178,4.302
2848,2,12,0,1.0,14,100,19.149,19.682
2849,2,12,0,1.0,14,75,14.372,14.759
2850,2,12,0,1.0,14,50,9.574,9.841
2851,2,12,0,1.0,14,25,4.787,4.920
2852,2,12,0,0.8,18,100,14.899,15.274
2853,2,12,0,0.8,18,75,11.159,11.459
2854,2,12,0,0.8,18,50,7.450,7.637
2855,2,12,0,0.8,18,25,3.725,3.822
2856,2,12,0,0.8,16,100,16.745,17.206
2857,2,12,0,0.8,16,75,12.491,12.901
2858,2,12,0,0.8,16,50,8.373,8.603
2859,2,12,0,0.8,16,25,4.186,4.302
2860,2,12,0,0.8,14,100,19.149,19.682
2861,2,12,0,0.8,14,75,14.257,14.740
2862,2,12,0,0.8,14,50,9.574,9.841
2863,2,12,0,0.8,14,25,4.787,4.920
2864,2,12,0,0.6,18,100,14.887,15.274
2865,2,12,0,0.6,18,75,11.120,11.461
2866,2,12,0,0.6,18,50,7.444,7.643
2867,2,12,0,0.6,18,25,3.722,3.822
2868,2,12,0,0.6,16,100,16.713,17.206
2869,2,12,0,0.6,16,75,12.491,12.901
2870,2,12,0,0.6,16,50,8.356,8.603
2871,2,12,0,0.6,16,25,4.186,4.302
2872,2,12,0,0.6,14,100,19.149,19.682
2873,2,12,0,0.6,14,75,14.349,14.740
2874,2,12,0,0.6,14,50,9.574,9.841
2875,2,12,0,0.6,14,25,4.787,4.920
2876,2,10,20,1.0,18,100,9.653,9.936
2877,2,10,20,1.0,18,75,7.239,7.445
2878,2,10,20,1.0,18,50,4.826,4.968
2879,2,10,20,1.0,18,25,2.413,2.484
2880,2,10,20,1.0,16,100,10.387,10.708
2881,2,10,20,1.0,16,75,7.791,8.028
2882,2,10,20,1.0,16,50,5.194,5.354
2883,2,10,20,1.0,16,25,2.597,2.677
2884,2,10,20,1.0,14,100,11.250,11.598
2885,2,10,20,1.0,14,75,8.441,8.682
2886,2,10,20,1.0,14,50,5.625,5.799
2887,2,10,20,1.0,14,25,2.813,2.900
2888,2,10,20,0.8,18,100,9.653,9.936
2889,2,10,20,0.8,18,75,7.245,7.445
2890,2,10,20,0.8,18,50,4.826,4.968
2891,2,10,20,0.8,18,25,2.413,2.484
2892,2,10,20,0.8,16,100,10.387,10.694
2893,2,10,20,0.8,16,75,7.791,8.029
2894,2,10,20,0.8,16,50,5.194,5.347
2895,2,10,20,0.8,16,25,2.597,2.674
2896,2,10,20,0.8,14,100,11.250,11.598
2897,2,10,20,0.8,14,75,8.441,8.682
2898,2,10,20,0.8,14,50,5.625,5.799
2899,2,10,20,0.8,14,25,2.813,2.900
2900,2,10,20,0.6,18,100,9.653,9.936
2901,2,10,20,0.6,18,75,7.233,7.445
2902,2,10,20,0.6,18,50,4.826,4.968
2903,2,10,20,0.6,18,25,2.413,2.484
2904,2,10,20,0.6,16,100,10.404,10.694
2905,2,10,20,0.6,16,75,7.789,8.029
2906,2,10,20,0.6,16,50,5.202,5.347
2907,2,10,20,0.6,16,25,2.601,2.674
2908,2,10,20,0.6,14,100,11.250,11.583
2909,2,10,20,0.6,14,75,8.441,8.682
2910,2,10,20,0.6,14,50,5.625,5.791
2911,2,10,20,0.6,14,25,2.813,2.896
2912,2,10,10,1.0,18,100,11.755,12.089
2913,2,10,10,1.0,18,75,8.806,9.072
2914,2,10,10,1.0,18,50,5.873,6.044
2915,2,10,10,1.0,18,25,2.939,3.022
2916,2,10,10,1.0,16,100,12.862,13.244
2917,2,10,10,1.0,16,75,9.637,9.936
2918,2,10,10,1.0,16,50,6.431,6.622
2919,2,10,10,1.0,16,25,3.216,3.311
2920,2,10,10,1.0,14,100,14.204,14.644
2921,2,10,10,1.0,14,75,10.670,10.984
2922,2,10,10,1.0,14,50,7.102,7.322
2923,2,10,10,1.0,14,25,3.557,3.661
2924,2,10,10,0.8,18,100,11.755,12.089
2925,2,10,10,0.8,18,75,8.820,9.072
2926,2,10,10,0.8,18,50,5.873,6.044
2927,2,10,10,0.8,18,25,2.936,3.022
2928,2,10,10,0.8,16,100,12.883,13.245
2929,2,10,10,0.8,16,75,9.653,9.936
2930,2,10,10,0.8,16,50,6.441,6.623
2931,2,10,10,0.8,16,25,3.221,3.311
2932,2,10,10,0.8,14,100,14.204,14.644
2933,2,10,10,0.8,14,75,10.659,10.984
2934,2,10,10,0.8,14,50,7.102,7.322
2935,2,10,10,0.8,14,25,3.551,3.661
2936,2,10,10,0.6,18,100,11.755,12.089
2937,2,10,10,0.6,18,75,8.806,9.078
2938,2,10,10,0.6,18,50,5.873,6.044
2939,2,10,10,0.6,18,25,2.936,3.022
2940,2,10,10,0.6,16,100,12.862,13.245
2941,2,10,10,0.6,16,75,9.653,9.936
2942,2,10,10,0.6,16,50,6.431,6.623
2943,2,10,10,0.6,16,25,3.216,3.311
2944,2,10,10,0.6,14,100,14.204,14.644
2945,2,10,10,0.6,14,75,10.653,10.984
2946,2,10,10,0.6,14,50,7.102,7.322
2947,2,10,10,0.6,14,25,3.551,3.661
2948,2,10,0,1.0,18,100,15.000,15.459
2949,2,10,0,1.0,18,75,11.250,11.598
2950,2,10,0,1.0,18,50,7.500,7.729
2951,2,10,0,1.0,18,25,3.750,3.865
2952,2,10,0,1.0,16,100,16.882,17.365
2953,2,10,0,1.0,16,75,12.661,13.040
2954,2,10,0,1.0,16,50,8.441,8.682
2955,2,10,0,1.0,16,25,4.220,4.341
2956,2,10,0,1.0,14,100,19.305,19.871
2957,2,10,0,1.0,14,75,14.477,14.890
2958,2,10,0,1.0,14,50,9.663,9.936
2959,2,10,0,1.0,14,25,4.826,4.968
2960,2,10,0,0.8,18,100,15.024,15.459
2961,2,10,0,0.8,18,75,11.250,11.583
2962,2,10,0,0.8,18,50,7.500,7.729
2963,2,10,0,0.8,18,25,3.756,3.865
2964,2,10,0,0.8,16,100,16.882,17.365
2965,2,10,0,0.8,16,75,12.661,13.040
2966,2,10,0,0.8,16,50,8.434,8.682
2967,2,10,0,0.8,16,25,4.217,4.341
2968,2,10,0,0.8,14,100,19.305,19.871
2969,2,10,0,0.8,14,75,14.489,14.890
2970,2,10,0,0.8,14,50,9.653,9.936
2971,2,10,0,0.8,14,25,4.826,4.968
2972,2,10,0,0.6,18,100,15.024,15.459
2973,2,10,0,0.6,18,75,11.281,11.583
2974,2,10,0,0.6,18,50,7.512,7.729
2975,2,10,0,0.6,18,25,3.756,3.865
2976,2,10,0,0.6,16,100,16.882,17.365
2977,2,10,0,0.6,16,75,12.661,13.040
2978,2,10,0,0.6,16,50,8.441,8.682
2979,2,10,0,0.6,16,25,4.220,4.341
2980,2,10,0,0.6,14,100,19.305,19.871
2981,2,10,0,0.6,14,75,14.477,14.890
2982,2,10,0,0.6,14,50,9.653,9.936
2983,2,10,0,0.6,14,25,4.826,4.968
2984,2,8,20,1.0,18,100,9.752,10.061
2985,2,8,20,1.0,18,75,7.320,7.544
2986,2,8,20,1.0,18,50,4.876,5.031
2987,2,8,20,1.0,18,25,2.438,2.515
2988,2,8,20,1.0,16,100,10.514,10.852
2989,2,8,20,1.0,16,75,7.881,8.145
2990,2,8,20,1.0,16,50,5.257,5.426
2991,2,8,20,1.0,16,25,2.628,2.713
2992,2,8,20,1.0,14,100,11.384,11.750
2993,2,8,20,1.0,14,75,8.528,8.804
2994,2,8,20,1.0,14,50,5.692,5.875
2995,2,8,20,1.0,14,25,2.846,2.937
2996,2,8,20,0.8,18,100,9.757,10.061
2997,2,8,20,0.8,18,75,7.303,7.544
2998,2,8,20,0.8,18,50,4.878,5.031
2999,2,8,20,0.8,18,25,2.439,2.515
3000,2,8,20,0.8,16,100,10.514,10.852
3001,2,8,20,0.8,16,75,7.873,8.145
3002,2,8,20,0.8,16,50,5.257,5.426
3003,2,8,20,0.8,16,25,2.628,2.713
3004,2,8,20,0.8,14,100,11.375,11.750
3005,2,8,20,0.8,14,75,8.528,8.804
3006,2,8,20,0.8,14,50,5.692,5.875
3007,2,8,20,0.8,14,25,2.844,2.937
3008,2,8,20,0.6,18,100,9.757,10.061
3009,2,8,20,0.6,18,75,7.320,7.557
3010,2,8,20,0.6,18,50,4.878,5.031
3011,2,8,20,0.6,18,25,2.439,2.515
3012,2,8,20,0.6,16,100,10.514,10.852
3013,2,8,20,0.6,16,75,7.873,8.145
3014,2,8,20,0.6,16,50,5.257,5.426
3015,2,8,20,0.6,16,25,2.628,2.713
3016,2,8,20,0.6,14,100,11.372,11.750
3017,2,8,20,0.6,14,75,8.528,8.804
3018,2,8,20,0.6,14,50,5.686,5.875
3019,2,8,20,0.6,14,25,2.843,2.937
3020,2,8,10,1.0,18,100,11.876,12.247
3021,2,8,10,1.0,18,75,8.916,9.193
3022,2,8,10,1.0,18,50,5.938,6.123
3023,2,8,10,1.0,18,25,2.969,3.062
3024,2,8,10,1.0,16,100,13.021,13.424
3025,2,8,10,1.0,16,75,9.757,10.053
3026,2,8,10,1.0,16,50,6.511,6.712
3027,2,8,10,1.0,16,25,3.255,3.356
3028,2,8,10,1.0,14,100,14.349,14.862
3029,2,8,10,1.0,14,75,10.794,11.141
3030,2,8,10,1.0,14,50,7.175,7.431
3031,2,8,10,1.0,14,25,3.587,3.716
3032,2,8,10,0.8,18,100,11.876,12.247
3033,2,8,10,0.8,18,75,8.916,9.193
3034,2,8,10,0.8,18,50,5.938,6.123
3035,2,8,10,0.8,18,25,2.969,3.062
3036,2,8,10,0.8,16,100,13.021,13.424
3037,2,8,10,0.8,16,75,9.757,10.061
3038,2,8,10,0.8,16,50,6.511,6.712
3039,2,8,10,0.8,16,25,3.255,3.356
3040,2,8,10,0.8,14,100,14.349,14.823
3041,2,8,10,0.8,14,75,10.794,11.141
3042,2,8,10,0.8,14,50,7.175,7.411
3043,2,8,10,0.8,14,25,3.587,3.706
3044,2,8,10,0.6,18,100,11.876,12.247
3045,2,8,10,0.6,18,75,8.916,9.193
3046,2,8,10,0.6,18,50,5.938,6.123
3047,2,8,10,0.6,18,25,2.969,3.062
3048,2,8,10,0.6,16,100,13.001,13.424
3049,2,8,10,0.6,16,75,9.757,10.061
3050,2,8,10,0.6,16,50,6.514,6.712
3051,2,8,10,0.6,16,25,3.248,3.356
3052,2,8,10,0.6,14,100,14.359,14.823
3053,2,8,10,0.6,14,75,10.783,11.141
3054,2,8,10,0.6,14,50,7.180,7.417
3055,2,8,10,0.6,14,25,3.590,3.709
3056,2,8,0,1.0,18,100,15.158,15.659
3057,2,8,0,1.0,18,75,11.384,11.750
3058,2,8,0,1.0,18,50,7.579,7.829
3059,2,8,0,1.0,18,25,3.789,3.915
3060,2,8,0,1.0,16,100,17.077,17.608
3061,2,8,0,1.0,16,75,12.815,13.211
3062,2,8,0,1.0,16,50,8.504,8.804
3063,2,8,0,1.0,16,25,4.264,4.402
3064,2,8,0,1.0,14,100,19.514,20.123
3065,2,8,0,1.0,14,75,14.619,15.088
3066,2,8,0,1.0,14,50,9.757,10.061
3067,2,8,0,1.0,14,25,4.878,5.031
3068,2,8,0,0.8,18,100,15.158,15.646
3069,2,8,0,0.8,18,75,11.384,11.750
3070,2,8,0,0.8,18,50,7.579,7.823
3071,2,8,0,0.8,18,25,3.789,3.911
3072,2,8,0,0.8,16,100,17.068,17.608
3073,2,8,0,0.8,16,75,12.756,13.211
3074,2,8,0,0.8,16,50,8.522,8.804
3075,2,8,0,0.8,16,25,4.264,4.402
3076,2,8,0,0.8,14,100,19.514,20.123
3077,2,8,0,0.8,14,75,14.619,15.088
3078,2,8,0,0.8,14,50,9.757,10.061
3079,2,8,0,0.8,14,25,4.878,5.031
3080,2,8,0,0.6,18,100,15.158,15.646
3081,2,8,0,0.6,18,75,11.384,11.750
3082,2,8,0,0.6,18,50,7.579,7.823
3083,2,8,0,0.6,18,25,3.789,3.911
3084,2,8,0,0.6,16,100,17.091,17.608
3085,2,8,0,0.6,16,75,12.802,13.211
3086,2,8,0,0.6,16,50,8.546,8.804
3087,2,8,0,0.6,16,25,4.266,4.402
3088,2,8,0,0.6,14,100,19.514,20.123
3089,2,8,0,0.6,14,75,14.619,15.113
3090,2,8,0,0.6,14,50,9.757,10.061
3091,2,8,0,0.6,14,25,4.878,5.031
3092,2,6,20,1.0,18,100,9.884,10.269
3093,2,6,20,1.0,18,75,7.405,7.717
3094,2,6,20,1.0,18,50,4.942,5.135
3095,2,6,20,1.0,18,25,2.471,2.567
3096,2,6,20,1.0,16,100,10.705,11.090
3097,2,6,20,1.0,16,75,7.969,8.319
3098,2,6,20,1.0,16,50,5.353,5.545
3099,2,6,20,1.0,16,25,2.676,2.772
3100,2,6,20,1.0,14,100,11.579,11.986
3101,2,6,20,1.0,14,75,8.700,8.971
3102,2,6,20,1.0,14,50,5.789,5.993
3103,2,6,20,1.0,14,25,2.895,2.996
3104,2,6,20,0.8,18,100,9.884,10.269
3105,2,6,20,0.8,18,75,7.432,7.717
3106,2,6,20,0.8,18,50,4.942,5.135
3107,2,6,20,0.8,18,25,2.471,2.567
3108,2,6,20,0.8,16,100,10.680,11.090
3109,2,6,20,0.8,16,75,7.969,8.319
3110,2,6,20,0.8,16,50,5.340,5.545
3111,2,6,20,0.8,16,25,2.670,2.772
3112,2,6,20,0.8,14,100,11.579,11.986
3113,2,6,20,0.8,14,75,8.700,8.971
3114,2,6,20,0.8,14,50,5.789,5.993
3115,2,6,20,0.8,14,25,2.895,2.996
3116,2,6,20,0.6,18,100,9.884,10.269
3117,2,6,20,0.6,18,75,7.432,7.717
3118,2,6,20,0.6,18,50,4.942,5.135
3119,2,6,20,0.6,18,25,2.471,2.567
3120,2,6,20,0.6,16,100,10.705,11.089
3121,2,6,20,0.6,16,75,7.969,8.307
3122,2,6,20,0.6,16,50,5.353,5.544
3123,2,6,20,0.6,16,25,2.676,2.772
3124,2,6,20,0.6,14,100,11.496,11.986
3125,2,6,20,0.6,14,75,8.700,8.974
3126,2,6,20,0.6,14,50,5.748,5.993
3127,2,6,20,0.6,14,25,2.874,2.996
3128,2,6,10,1.0,18,100,12.016,12.535
3129,2,6,10,1.0,18,75,9.058,9.403
3130,2,6,10,1.0,18,50,6.044,6.268
3131,2,6,10,1.0,18,25,3.019,3.134
3132,2,6,10,1.0,16,100,13.168,13.722
3133,2,6,10,1.0,16,75,9.921,10.269
3134,2,6,10,1.0,16,50,6.584,6.861
3135,2,6,10,1.0,16,25,3.292,3.431
3136,2,6,10,1.0,14,100,14.532,15.179
3137,2,6,10,1.0,14,75,10.956,11.353
3138,2,6,10,1.0,14,50,7.266,7.590
3139,2,6,10,1.0,14,25,3.633,3.795
3140,2,6,10,0.8,18,100,12.048,12.535
3141,2,6,10,0.8,18,75,9.058,9.403
3142,2,6,10,0.8,18,50,6.038,6.268
3143,2,6,10,0.8,18,25,3.009,3.134
3144,2,6,10,0.8,16,100,13.168,13.722
3145,2,6,10,0.8,16,75,9.921,10.269
3146,2,6,10,0.8,16,50,6.584,6.861
3147,2,6,10,0.8,16,25,3.292,3.431
3148,2,6,10,0.8,14,100,14.532,15.179
3149,2,6,10,0.8,14,75,10.956,11.353
3150,2,6,10,0.8,14,50,7.266,7.590
3151,2,6,10,0.8,14,25,3.633,3.795
3152,2,6,10,0.6,18,100,12.048,12.508
3153,2,6,10,0.6,18,75,9.054,9.399
3154,2,6,10,0.6,18,50,6.048,6.254
3155,2,6,10,0.6,18,25,3.019,3.127
3156,2,6,10,0.6,16,100,13.168,13.722
3157,2,6,10,0.6,16,75,9.858,10.269
3158,2,6,10,0.6,16,50,6.584,6.861
3159,2,6,10,0.6,16,25,3.292,3.431
3160,2,6,10,0.6,14,100,14.532,15.159
3161,2,6,10,0.6,14,75,10.956,11.353
3162,2,6,10,0.6,14,50,7.266,7.579
3163,2,6,10,0.6,14,25,3.633,3.790
3164,2,6,0,1.0,18,100,15.468,15.956
3165,2,6,0,1.0,18,75,11.526,11.986
3166,2,6,0,1.0,18,50,7.665,7.978
3167,2,6,0,1.0,18,25,3.856,3.989
3168,2,6,0,1.0,16,100,17.238,17.943
3169,2,6,0,1.0,16,75,13.032,13.507
3170,2,6,0,1.0,16,50,8.619,8.971
3171,2,6,0,1.0,16,25,4.350,4.486
3172,2,6,0,1.0,14,100,19.717,20.539
3173,2,6,0,1.0,14,75,14.810,15.434
3174,2,6,0,1.0,14,50,9.858,10.269
3175,2,6,0,1.0,14,25,4.929,5.135
3176,2,6,0,0.8,18,100,15.391,15.961
3177,2,6,0,0.8,18,75,11.526,11.986
3178,2,6,0,0.8,18,50,7.713,7.981
3179,2,6,0,0.8,18,25,3.856,3.990
3180,2,6,0,0.8,16,100,17.238,17.943
3181,2,6,0,0.8,16,75,13.032,13.507
3182,2,6,0,0.8,16,50,8.619,8.971
3183,2,6,0,0.8,16,25,4.350,4.486
3184,2,6,0,0.8,14,100,19.717,20.539
3185,2,6,0,0.8,14,75,14.810,15.434
3186,2,6,0,0.8,14,50,9.858,10.269
3187,2,6,0,0.8,14,25,4.929,5.135
3188,2,6,0,0.6,18,100,15.376,15.961
3189,2,6,0,0.6,18,75,11.526,11.986
3190,2,6,0,0.6,18,50,7.696,7.981
3191,2,6,0,0.6,18,25,3.857,3.990
3192,2,6,0,0.6,16,100,17.238,17.949
3193,2,6,0,0.6,16,75,13.022,13.499
3194,2,6,0,0.6,16,50,8.619,8.974
3195,2,6,0,0.6,16,25,4.309,4.487
3196,2,6,0,0.6,14,100,19.769,20.539
3197,2,6,0,0.6,14,75,14.810,15.434
3198,2,6,0,0.6,14,50,9.884,10.269
3199,2,6,0,0.6,14,25,4.942,5.135
3200,2,4,20,1.0,18,100,10.213,10.598
3201,2,4,20,1.0,18,75,7.652,7.992
3202,2,4,20,1.0,18,50,5.106,5.299
3203,2,4,20,1.0,18,25,2.553,2.649
3204,2,4,20,1.0,16,100,10.987,11.468
3205,2,4,20,1.0,16,75,8.241,8.604
3206,2,4,20,1.0,16,50,5.494,5.734
3207,2,4,20,1.0,16,25,2.747,2.867
3208,2,4,20,1.0,14,100,11.903,12.419
3209,2,4,20,1.0,14,75,8.964,9.270
3210,2,4,20,1.0,14,50,5.952,6.209
3211,2,4,20,1.0,14,25,2.976,3.105
3212,2,4,20,0.8,18,100,10.213,10.598
3213,2,4,20,0.8,18,75,7.677,7.941
3214,2,4,20,0.8,18,50,5.090,5.299
3215,2,4,20,0.8,18,25,2.553,2.649
3216,2,4,20,0.8,16,100,10.987,11.395
3217,2,4,20,0.8,16,75,8.241,8.550
3218,2,4,20,0.8,16,50,5.511,5.698
3219,2,4,20,0.8,16,25,2.747,2.849
3220,2,4,20,0.8,14,100,11.903,12.419
3221,2,4,20,0.8,14,75,8.957,9.257
3222,2,4,20,0.8,14,50,5.952,6.209
3223,2,4,20,0.8,14,25,2.976,3.105
3224,2,4,20,0.6,18,100,10.226,10.598
3225,2,4,20,0.6,18,75,7.652,7.992
3226,2,4,20,0.6,18,50,5.113,5.299
3227,2,4,20,0.6,18,25,2.559,2.649
3228,2,4,20,0.6,16,100,10.958,11.395
3229,2,4,20,0.6,16,75,8.241,8.604
3230,2,4,20,0.6,16,50,5.514,5.698
3231,2,4,20,0.6,16,25,2.739,2.849
3232,2,4,20,0.6,14,100,11.903,12.419
3233,2,4,20,0.6,14,75,8.957,9.316
3234,2,4,20,0.6,14,50,5.952,6.209
3235,2,4,20,0.6,14,25,2.976,3.105
3236,2,4,10,1.0,18,100,12.393,12.907
3237,2,4,10,1.0,18,75,9.277,9.678
3238,2,4,10,1.0,18,50,6.197,6.453
3239,2,4,10,1.0,18,25,3.107,3.227
3240,2,4,10,1.0,16,100,13.594,14.181
3241,2,4,10,1.0,16,75,10.213,10.636
3242,2,4,10,1.0,16,50,6.797,7.090
3243,2,4,10,1.0,16,25,3.398,3.545
3244,2,4,10,1.0,14,100,15.035,15.615
3245,2,4,10,1.0,14,75,11.276,11.704
3246,2,4,10,1.0,14,50,7.517,7.807
3247,2,4,10,1.0,14,25,3.759,3.904
3248,2,4,10,0.8,18,100,12.393,12.954
3249,2,4,10,0.8,18,75,9.277,9.678
3250,2,4,10,0.8,18,50,6.197,6.477
3251,2,4,10,0.8,18,25,3.098,3.238
3252,2,4,10,0.8,16,100,13.603,14.181
3253,2,4,10,0.8,16,75,10.213,10.598
3254,2,4,10,0.8,16,50,6.802,7.090
3255,2,4,10,0.8,16,25,3.401,3.545
3256,2,4,10,0.8,14,100,15.073,15.615
3257,2,4,10,0.8,14,75,11.276,11.704
3258,2,4,10,0.8,14,50,7.517,7.807
3259,2,4,10,0.8,14,25,3.768,3.904
3260,2,4,10,0.6,18,100,12.393,12.954
3261,2,4,10,0.6,18,75,9.277,9.677
3262,2,4,10,0.6,18,50,6.197,6.477
3263,2,4,10,0.6,18,25,3.098,3.238
3264,2,4,10,0.6,16,100,13.603,14.181
3265,2,4,10,0.6,16,75,10.180,10.636
3266,2,4,10,0.6,16,50,6.802,7.090
3267,2,4,10,0.6,16,25,3.401,3.545
3268,2,4,10,0.6,14,100,14.984,15.615
3269,2,4,10,0.6,14,75,11.238,11.704
3270,2,4,10,0.6,14,50,7.492,7.807
3271,2,4,10,0.6,14,25,3.746,3.904
3272,2,4,0,1.0,18,100,15.867,16.564
3273,2,4,0,1.0,18,75,11.903,12.419
3274,2,4,0,1.0,18,50,7.933,8.282
3275,2,4,0,1.0,18,25,3.967,4.141
3276,2,4,0,1.0,16,100,17.785,18.632
3277,2,4,0,1.0,16,75,13.374,13.913
3278,2,4,0,1.0,16,50,8.916,9.316
3279,2,4,0,1.0,16,25,4.473,4.658
3280,2,4,0,1.0,14,100,20.360,21.272
3281,2,4,0,1.0,14,75,15.264,15.883
3282,2,4,0,1.0,14,50,10.180,10.636
3283,2,4,0,1.0,14,25,5.090,5.318
3284,2,4,0,0.8,18,100,15.824,16.564
3285,2,4,0,0.8,18,75,11.903,12.419
3286,2,4,0,0.8,18,50,7.912,8.282
3287,2,4,0,0.8,18,25,3.956,4.141
3288,2,4,0,0.8,16,100,17.832,18.632
3289,2,4,0,0.8,16,75,13.418,13.913
3290,2,4,0,0.8,16,50,8.945,9.316
3291,2,4,0,0.8,16,25,4.458,4.658
3292,2,4,0,0.8,14,100,20.360,21.195
3293,2,4,0,0.8,14,75,15.305,15.984
3294,2,4,0,0.8,14,50,10.213,10.598
3295,2,4,0,0.8,14,25,5.090,5.299
3296,2,4,0,0.6,18,100,15.867,16.564
3297,2,4,0,0.6,18,75,11.903,12.419
3298,2,4,0,0.6,18,50,7.933,8.282
3299,2,4,0,0.6,18,25,3.967,4.141
3300,2,4,0,0.6,16,100,17.785,18.632
3301,2,4,0,0.6,16,75,13.339,13.913
3302,2,4,0,0.6,16,50,8.892,9.316
3303,2,4,0,0.6,16,25,4.446,4.658
3304,2,4,0,0.6,14,100,20.426,21.272
3305,2,4,0,0.6,14,75,15.264,15.883
3306,2,4,0,0.6,14,50,10.180,10.636
3307,2,4,0,0.6,14,25,5.106,5.318
3308,2,2,20,1.0,18,100,10.740,11.285
3309,2,2,20,1.0,18,75,8.022,8.413
3310,2,2,20,1.0,18,50,5.370,5.643
3311,2,2,20,1.0,18,25,2.685,2.821
3312,2,2,20,1.0,16,100,11.599,12.082
3313,2,2,20,1.0,16,75,8.649,9.065
3314,2,2,20,1.0,16,50,5.800,6.041
3315,2,2,20,1.0,16,25,2.902,3.020
3316,2,2,20,1.0,14,100,12.561,13.173
3317,2,2,20,1.0,14,75,9.345,9.827
3318,2,2,20,1.0,14,50,6.281,6.586
3319,2,2,20,1.0,14,25,3.140,3.293
3320,2,2,20,0.8,18,100,10.740,11.213
3321,2,2,20,0.8,18,75,8.087,8.467
3322,2,2,20,0.8,18,50,5.387,5.606
3323,2,2,20,0.8,18,25,2.685,2.803
3324,2,2,20,0.8,16,100,11.557,12.090
3325,2,2,20,0.8,16,75,8.621,9.112
3326,2,2,20,0.8,16,50,5.778,6.045
3327,2,2,20,0.8,16,25,2.889,3.022
3328,2,2,20,0.8,14,100,12.561,13.088
3329,2,2,20,0.8,14,75,9.392,9.827
3330,2,2,20,0.8,14,50,6.281,6.544
3331,2,2,20,0.8,14,25,3.140,3.272
3332,2,2,20,0.6,18,100,10.723,11.285
3333,2,2,20,0.6,18,75,8.062,8.467
3334,2,2,20,0.6,18,50,5.361,5.643
3335,2,2,20,0.6,18,25,2.681,2.821
3336,2,2,20,0.6,16,100,11.557,12.082
3337,2,2,20,0.6,16,75,8.711,9.065
3338,2,2,20,0.6,16,50,5.778,6.041
3339,2,2,20,0.6,16,25,2.889,3.020
3340,2,2,20,0.6,14,100,12.491,13.088
3341,2,2,20,0.6,14,75,9.392,9.813
3342,2,2,20,0.6,14,50,6.250,6.544
3343,2,2,20,0.6,14,25,3.125,3.272
3344,2,2,10,1.0,18,100,13.019,13.650
3345,2,2,10,1.0,18,75,9.833,10.258
3346,2,2,10,1.0,18,50,6.510,6.825
3347,2,2,10,1.0,18,25,3.276,3.412
3348,2,2,10,1.0,16,100,14.314,14.977
3349,2,2,10,1.0,16,75,10.740,11.285
3350,2,2,10,1.0,16,50,7.157,7.488
3351,2,2,10,1.0,16,25,3.579,3.744
3352,2,2,10,1.0,14,100,15.775,16.547
3353,2,2,10,1.0,14,75,11.915,12.464
3354,2,2,10,1.0,14,50,7.887,8.273
3355,2,2,10,1.0,14,25,3.944,4.137
3356,2,2,10,0.8,18,100,13.019,13.650
3357,2,2,10,0.8,18,75,9.768,10.251
3358,2,2,10,0.8,18,50,6.510,6.825
3359,2,2,10,0.8,18,25,3.255,3.412
3360,2,2,10,0.8,16,100,14.314,14.959
3361,2,2,10,0.8,16,75,10.740,11.285
3362,2,2,10,0.8,16,50,7.157,7.479
3363,2,2,10,0.8,16,25,3.579,3.740
3364,2,2,10,0.8,14,100,15.802,16.547
3365,2,2,10,0.8,14,75,11.903,12.464
3366,2,2,10,0.8,14,50,7.901,8.273
3367,2,2,10,0.8,14,25,3.950,4.137
3368,2,2,10,0.6,18,100,13.052,13.738
3369,2,2,10,0.6,18,75,9.792,10.251
3370,2,2,10,0.6,18,50,6.526,6.869
3371,2,2,10,0.6,18,25,3.263,3.434
3372,2,2,10,0.6,16,100,14.314,14.959
3373,2,2,10,0.6,16,75,10.730,11.285
3374,2,2,10,0.6,16,50,7.164,7.479
3375,2,2,10,0.6,16,25,3.579,3.740
3376,2,2,10,0.6,14,100,15.805,16.536
3377,2,2,10,0.6,14,75,11.877,12.464
3378,2,2,10,0.6,14,50,7.902,8.268
3379,2,2,10,0.6,14,25,3.951,4.134
3380,2,2,0,1.0,18,100,16.643,17.461
3381,2,2,0,1.0,18,75,12.577,13.088
3382,2,2,0,1.0,18,50,8.321,8.730
3383,2,2,0,1.0,18,25,4.161,4.365
3384,2,2,0,1.0,16,100,18.785,19.654
